,song_name,song_id,song_genre,artist,artist_id,artist_genre,release_date,duration_ms,popularity
23,John Henry,5lc7PQQVAXXEgTOqGkc0US,blues,Hugh Laurie,5WM5zPOswRcPu07rxP2dQv,['comic'],2011-04-18,214480,25
24,Brown Eyed Girl,4B2jOTUZBnlrjLHK1ertFR,blues,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",2009-01-11,183520,0
25,Little Wing,5XNpdKmlLJPUbwKQceX2tW,blues,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",1984,408480,61
26,Me and Bobby McGee,6rtIf2peTj5KMl7o6G0ldg,blues,Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",2012-04-17,269786,40
27,Fixin' To Die,6yon8Hb3Ur7aXXjfy4dLkd,blues,Bukka White,2gSskdDhLQCx3CQd6XKDhp,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2008-01-01,169041,0
28,Sweet Little Angel,3958eFmCzxTFIIyvXePncI,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",2008-08-18,193666,7
29,Help Me,0reXR4LnjbkmgJu5gNcF6t,blues,Sonny Boy Williamson II,69VgCcXFV59QuQWEXSTxfK,"['acoustic blues', 'blues', 'chicago blues', 'country blues', 'delta blues', 'harmonica blues', 'traditional blues']",1997-01-01,191840,0
30,Bright Lights,5YVxDOpo3E7uyZbQDIPb2O,blues,Gary Clark Jr.,01aC2ikO4Xgb2LUpf9JfKp,"['blues rock', 'electric blues', 'funk', 'modern alternative rock', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",2010-03-29,312266,0
31,Before You Accuse Me,1tz3ASUgO1go23r8A2TXfb,blues,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",1992-08-25,223946,0
32,Cry Baby,3L60Vu9qmY6fg2QroRIxgi,blues,Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1971-01-11,238600,62
33,"Shame, Shame, Shame",2uRHKB4BYOF2A6a6PZXKE0,blues,Jimmy Reed,41ZMMuFFLPTVPkUsSI5KlV,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'harmonica blues', 'rock-and-roll', 'traditional blues']",2003,169306,36
34,I'm So Excited,0yWSIVWjYiL8uXnzqpKHul,blues,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",2012-09-11,166452,0
35,Something's Got a Hold on Me,47GPlXb3Zhg0UarP3qKQjP,blues,Jools Holland & Paloma Faith,1VeXFwuDf93VRV6Qoe5RkV,[],2012-11-29,199840,24
36,Built For Comfort,30D7yws1hPAgVAwhaKFggf,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2003-01-01,157199,0
37,Key To The Highway,3ZtItXu2ypXh5ltAfnpVIV,blues,Little Walter,22JuR9OeENcP54XN5TlNWS,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'rock-and-roll', 'traditional blues']",2009-01-05,163629,0
38,I've Been Loving You Too Long,4pdLyulbYLCrPmDzWWeJIZ,blues,Otis Redding,60df5JBRRPcnSpsIMxxwQm,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",1965-09-15,181666,59
39,Mary Had a Little Lamb,50yVEqOnLHtRTHWq3PWBuZ,blues,"['Stevie Ray Vaughan', 'Double Trouble']","['5fsDcuclIe8ZiBD5P787K1', '05m9VGwNd8glcJ2o5UN8H3']","[['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues'], []]",2007-08-21,166760,0
40,The Weight,2VdHRWJeGpIY0WJcQD2mYd,blues,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",2007-10-29,171533,42
41,See the Light,5hGgJYZwJbXUyYDCABRl8e,blues,The Jeff Healey Band,3d2hJTVTwo08F9b0ZFQukJ,"['blues rock', 'canadian blues', 'classic rock', 'electric blues', 'modern blues']",1988,267066,0
42,Better Not Look Down - Single Version,2Bxl3BX4rMUSfpjcmcTgKv,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",1999-01-01,201866,0
43,Don't Mess With My Baby,7C7tVOvCpP9uVXSFSlXVdN,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2006,162733,0
44,Gloomy Sunday,0TTiEmvnsCNtqRWUbvmSF7,blues,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'lounge', 'soul', 'torch song', 'vocal jazz']",2008-05-27,195413,0
45,Tears in Heaven,7utRJ4BeYx85khzP3lKoBX,blues,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",1999-10-12,271760,62
46,Crosscut Saw,2tB9ZfFOfvxH3YePQlM8Fg,blues,Albert King,5aygfDCEaX5KTZOxSCpT9o,"['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']",2007-03-26,153399,5
47,Treasures,7uFEN1DRttp36omB0z1uxf,blues,Seasick Steve,6OVkHZQP8QoBYqr1ejCGDv,"['blues', 'blues rock', 'country blues', 'modern blues', 'modern blues rock', 'texas blues']",2011-05-30,232306,0
48,Malted Milk,4GVVHxJJKPlP25E2074x7p,blues,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']",2011-01-31,141306,0
49,Let's Stay Together,7kWhdmRYv8CqbWNqfojqVd,blues,Al Green,3dkbV4qihUeMsqN4vBGg93,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",1972-01-31,199400,0
50,She's Nineteen Years Old,2VHeGMakltOZolXDbvVdSw,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2012-09-05,201773,0
51,Little Red Rooster,3D7LMAS2AtiHjEVvGqyMDz,blues,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,"['british invasion', 'classic rock', 'rock']",2012-01-01,185200,0
52,You Don't Have To Go,0mn191EjWBwFjLA2FRHi2l,blues,Jimmy Reed,41ZMMuFFLPTVPkUsSI5KlV,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'harmonica blues', 'rock-and-roll', 'traditional blues']",2003,183000,16
53,Don't Lie To Me,2kvbXQo5qOmCcoNfhpJFT1,blues,"['Albert King', 'Stevie Ray Vaughan']","['5aygfDCEaX5KTZOxSCpT9o', '5fsDcuclIe8ZiBD5P787K1']","[['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues'], ['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']]",1999,537893,0
54,Love Me Like A Man - Live,7y4LFsWmJGwWYmQLnbqIqE,blues,Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,"['classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",2003-01-01,288906,27
55,My Baby Walked Off,3VtiGixzEYjSlStAV91MBu,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2000-03-14,179693,0
56,Try A Little Tenderness,50W9PJjr1Euo9FFoqw90eL,blues,Otis Redding,60df5JBRRPcnSpsIMxxwQm,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",1991,200626,50
57,Sweet Inspiration,6RMhGW31lycj4UqKsLIJyr,blues,The Derek Trucks Band,1YwfENKEZrowcmtR1nALZn,"['blues', 'blues rock', 'country rock', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']",2009-01-13,278906,47
58,Don't Go To Strangers - from the Hootenanny 2006,0pJk0HKFWkL9unkTOcTfrT,blues,"Jools Holland, Amy Winehouse and Paul Weller",0LyNy7WH76qOIJMrU4dgNo,[],2012-11-29,247160,39
59,Call It Stormy Monday,0v6tG0HoAHiluZAeany7oU,blues,"['Albert King', 'Stevie Ray Vaughan']","['5aygfDCEaX5KTZOxSCpT9o', '5fsDcuclIe8ZiBD5P787K1']","[['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues'], ['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']]",1999,540573,41
60,Diddley Bo,0OXd5YAycHH6Jc3KvZvc4X,blues,Seasick Steve,6OVkHZQP8QoBYqr1ejCGDv,"['blues', 'blues rock', 'country blues', 'modern blues', 'modern blues rock', 'texas blues']",2011-11-11,233466,0
61,Streamline Woman,3fBncynfmggoFtiPve2vOm,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2011-07-24,195466,0
62,Wild Honey,42x0aq3vbHnpkk9Go4oB8n,blues,Hugh Laurie,5WM5zPOswRcPu07rxP2dQv,['comic'],2013-04-29,260839,24
63,I'm Cryin',1oLVPN07o3aAgKAVWjhRRn,blues,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",1983,223586,40
64,I'm In The Mood - Single Version,6hURmYjfqmr5CfK1wSHxtv,blues,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",1999-01-01,164040,0
65,Come Away With Me,0Cvjlph1WGbwZY1PlMEtJY,blues,Norah Jones,2Kx7MNY7cI1ENniW7vT30N,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",2002-02-26,198146,70
66,"When Death Come Creeping in Your Room (Run, Sinner, Run) - Take 1; Remastered Version",7DEJhOhpEPH4Rd5FiZBnWC,blues,Mance Lipscomb,7jmGjfkkVOjBdjf54YHhwg,"['acoustic blues', 'blues', 'country blues', 'texas blues', 'traditional blues']",2003-03-14,177960,19
67,I'm a Steady Rollin' Man,2fiLNDU98eUDqDSiCadnoz,blues,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']",1936,154733,20
68,Tuff Enuff,4I4vAytEiKVIHsJS0LfCWW,blues,The Fabulous Thunderbirds,6zmLTiN3NBNCDECRbbJKkT,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'pub rock', 'roots rock', 'southern rock', 'texas blues']",1970,200773,25
69,Chill Out (Things Gonna Change),7gTWkEVwRiqrrLRcmtD0uH,blues,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",1995,285733,0
70,Lay Lady Lay featuring Anthony Hamilton and Robert Randolph,04CCB2rnCnu9e3XeHmxiHG,blues,Buddy Guy,2gCsNOpiBaMNh20jQ5prf0,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'country blues', 'electric blues', 'modern blues', 'soul blues', 'traditional blues']",2005-09-01,275213,0
71,Riding with the King,618hiI74zBL8UVgAvfmkLj,blues,"['Eric Clapton', 'B.B. King']","['6PAt558ZEZl0DmdXlnjMgD', '5xLSa7l4IV1gsQfhAMvl0U']","[['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock'], ['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']]",2000-06-13,264240,58
72,Johnny Too Bad,2IzMlIwhoCWV3E3JrF9gq1,blues,Taj Mahal,1aTDTChWWyiJH3SEnYrdVp,"['acoustic blues', 'blues', 'blues rock', 'classic rock', 'country blues', 'country rock', 'folk rock', 'funk', 'harmonica blues', 'jazz blues', 'modern blues', 'roots rock', 'soul', 'traditional blues']",1974,194826,36
73,Too Afraid to Love You,1comODdI862K7ei34XZRa4,blues,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",2010-05-18,204733,44
74,Release Me,7dSms9kkYxLxsh5dPPQaKe,blues,Junior Kimbrough,03HEHGJoLPdARs4nrtUidr,"['acoustic blues', 'blues', 'blues rock', 'country blues', 'delta blues', 'modern blues rock', 'punk blues', 'traditional blues']",2002-07-23,321293,0
75,My Home Is In The Delta,6gNqTbfiinrGDjgrp3vdCR,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",1964,241000,0
76,Get Away Jordan,03lXHmokj9qsXspNsPoirR,blues,Jools Holland & Ruby Turner,6kdSwfiDi06Nzv1FOUrtSE,[],2012-11-29,212786,17
77,Don't Owe You a Thang,6kHWGVOuGXaIJRB4lX7OZ8,blues,Gary Clark Jr.,01aC2ikO4Xgb2LUpf9JfKp,"['blues rock', 'electric blues', 'funk', 'modern alternative rock', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",2010-03-29,213853,0
78,You Never Can Tell - 1964 Single Version / Mono,2LcV5dZWN47XVCVZ1dFwfQ,blues,Chuck Berry,293zczrfYafIItmnmM3coR,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",2007-05-14,160866,0
79,You Can't Teach An Old Dog New Tricks,3iN5048zS7kwyCGeNinf3A,blues,Seasick Steve,6OVkHZQP8QoBYqr1ejCGDv,"['blues', 'blues rock', 'country blues', 'modern blues', 'modern blues rock', 'texas blues']",2011-05-30,214053,0
80,Frankie And Johnny,3WeWCiniWbZD4FCPuy3qQu,blues,Mississippi John Hurt,1FdwVX3yL8ITuRnTZxetsA,"['acoustic blues', 'american folk revival', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'folk', 'piedmont blues', 'traditional blues', 'traditional folk']",2011-02-01,206799,0
81,I Ain't Superstitious,0GNseRokSNhIKv9pHB8HRI,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2003-01-01,173360,0
82,I Feel Free,0tWfy6tlwp5jy934GLJXBJ,blues,Cream,74oJ4qxwOZvX6oSsu1DGnw,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']",2005-01-01,172560,20
83,Palace Of The King - Remastered,6u71ueCmdXNGjbbAX4bkOU,blues,Freddie King,5dCuFngSPyOOnTAvrC7v2s,"['blues', 'blues rock', 'classic rock', 'electric blues', 'texas blues', 'traditional blues']",2000-01-01,220706,24
84,The Lady Is A Tramp - from the Hootenanny 2008,6ymzW87mWBaDNDDic76GAx,blues,Jools Holland & Lily Rose Cooper (née Lily Allen),3a4fx4vy0RL1yuFPY2no1i,[],2012-11-29,176440,17
85,Sweet Little Angel,7JjdBl8XZvcBzK6crOKCoS,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",2006-12-05,356693,0
86,Soon Forgotten,5lCJPGoY1T7fGjXE7BPhsW,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2013-10-04,257706,0
87,Heartbreaker,7FsTzkfmKjB6GTXFHdsyrt,blues,"['Joe Bonamassa', 'Glenn Hughes']","['2SNzxY1OsSCHBLVi77mpPQ', '50FDiYHYqGJkaCuK4JhAYw']","[['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock'], ['album rock', 'hard rock']]",2011-03-22,349293,24
88,I Love You Honey,2tXYY4SMGHHia9qJe5aKFn,blues,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",2012-09-11,154801,0
89,Lonely Boy,3dOAXUx7I1qnzWzxdnsyB8,blues,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",2011-10-26,193653,58
90,Crying Won't Help You,6ZUzDtrF8d2MCYIp1MkXj1,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",2013-05-05,178880,0
91,She Just Wants To Dance,5Xwt15HIJogVrerl0bzkGb,blues,Keb' Mo',6iDaoPZVgxrTkndDCisX8F,"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']",1994-05-22,208426,42
92,"Good Morning, School Girl",4pQbNC3AZ3cNice390h4GI,blues,Sonny Boy Williamson I,1qxTNsrSi4fNXVO0sbMsl4,"['blues', 'chicago blues', 'country blues', 'harmonica blues', 'traditional blues']",1945,180454,6
93,Before You Accuse Me,4hmzXn5PlyspAkeT7RSEAV,blues,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",1989-11-07,237120,46
94,Unknown Brother,0BQH5uHglCuHVImyCjOOHc,blues,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",2010-05-18,239693,42
95,Boom Boom,2nVP9QNyvo0H1FoRkMAT9X,blues,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",2012-09-11,149908,0
96,Jesus Make Up My Dying Bed,6qIHtGwr6PTaB2hivM4MAs,blues,Blind Willie Johnson,5kO4xdEKLuHHHPreu3UmkZ,"['acoustic blues', 'blues', 'country blues', 'gospel blues', 'texas blues', 'traditional blues']",1993,191866,14
97,Hurt,5VFzIzR8nACf9Bad4O73f6,blues,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,"['arkansas country', 'outlaw country']",2005-01-01,218586,0
98,I'd Rather Go Blind,2ViHQX4FXuNEMpyRhb3Wno,blues,"['Joe Bonamassa', 'Beth Hart']","['2SNzxY1OsSCHBLVi77mpPQ', '30TrHDLNCKQVTYWOn9QqOC']","[['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock'], ['blues rock', 'electric blues', 'lilith', 'modern blues']]",2011-09-27,486773,0
99,Little Queen Of Spades,1IGLflME1NnQgstViQlOE3,blues,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']",2011-01-31,135186,0
100,Dream Waltzes: DreamWaltzes,2HWN6akIsAITcBZNvKA94M,classical,"['Steven Stucky', 'Singapore Symphony Orchestra', 'Lan Shui']","['6cFo4Th2qxM3xM1RgOEdUw', '32sSC58wBNlSthfdC2t8Av', '4HTldpk6yxzwf2IeaRn0Eg']","[['21st century classical', 'contemporary classical', 'dutch contemporary classical'], ['orchestra'], ['orchestral performance']]",2004-02-28,871000,4
101,Etude No. 3: Etude 3,2LhRrWfxTV6ZW1XAOb2OGa,classical,"['Nico Muhly', 'Nadia Sirota', 'James McVinnie', 'Daníel Bjarnason', 'Frank Aarnink', 'Valgeir Sigurðsson', 'Paul Evans', 'Missy Mazzoli', 'Paul Corley']","['2vObsQCPsbVfkqHlQOu2zc', '3Wn5yNX8MOiIP3ln3oVp97', '4aFXwGxCEd4fSBcXE7N3V5', '5kUBSTaVz7OFpuyHDSbQon', '3BBAL4FJKn99P0MC65nIB7', '5AVGx9Dhw7OLeJ5at3Y19f', '1VCjlBPsXgs5YMMFDWw6nA', '61O7PTMoyars8V5kcaYov4', '2UWEYphdFL39QM1jhXA527']","[['21st century classical', 'american 21st century classical', 'compositional ambient', 'experimental classical', 'post-minimalism'], ['viola'], [], ['compositional ambient', 'experimental classical', 'icelandic classical', 'icelandic experimental'], [], ['compositional ambient', 'icelandic classical', 'icelandic experimental'], ['novelty'], ['21st century classical', 'american 21st century classical'], []]",2013-03-18,303388,31
102,"Piano Quintet in G minor, Op.57: 2. Fugue (Adagio)",4Um0m1A4SqOq0LSisYrfe6,classical,"['Dmitri Shostakovich', 'Vladimir Ashkenazy', 'Fitzwilliam Quartet']","['6s1pCNXcbdtQJlsnM1hRIA', '20iZXzMb8LoWXOeca32i82', '11LWo8e1cER3XfYzySKzQj']","[['classical', 'compositional ambient', 'russian modern classical'], ['classical', 'classical performance', 'russian classical piano'], ['string quartet']]",2006-01-01,662586,0
103,Sonate pour clarinette et piano H.42: II. Lent et soutenu,6eiERZXZqMNYk7RjqR9Ucd,classical,"['Arthur Honegger', 'Alexandre Tharaud']","['0QDRLNPr0wXKeR5ThXZAUp', '5HG9Eg7Ik8ZuNtMyGYTxLG']","[['avant-garde', 'classical', 'early modern classical', 'impressionism', 'neoclassicism'], ['classical performance', 'classical piano', 'french classical piano']]",2011-08-16,132133,1
104,Guillaume Tell: Guillaume Tell: Overture,3QaPlDueCFnbJdPCeK0RbM,classical,"['Gioachino Rossini', 'Prague Sinfonia', 'Christian Benda']","['0roWUeP7Ac4yK4VN6L2gF4', '2rslujXEON2msrHEXH3VjL', '0BJkJ1ZYbOXeQMhQLT1Uhy']","[['classical', 'italian opera', 'italian romanticism'], ['symfonicky orchestr'], ['classical cello']]",2013-05-07,695106,35
105,Become Ocean,0Ne5itrohiBOTy425hrBGJ,classical,"['John Luther Adams', 'Seattle Symphony Orchestra', 'Ludovic Morlot']","['2Aoyn1J7INkcUzoWzyP8yB', '5KeUHRKEYWc5cFO5V032sb', '6GVPSV17JrAv7znxgm14jE']","[['american 21st century classical', 'avant-garde', 'contemporary classical', 'experimental classical'], ['american orchestra', 'classical performance', 'orchestra'], ['orchestral performance']]",2014-09-30,2533813,24
106,Constellations,6UIn6aFGQYeP2gNAlzSxDg,classical,Balmorhea,1U0FaHAc4fcwQcYEJFgkm9,"['bow pop', 'compositional ambient', 'melancholia', 'neoclassical darkwave', 'post-rock']",2010-02-23,236613,0
107,"Diomedes: Anna Magdalena Notenbuch (Clavier-Buchlein III): Bist du bei mir, BWV 508 (attrib. G.H. Stolzel)",00isAURAZeKQXv6CW2vckb,classical,"['Gottfried Heinrich Stölzel', 'Christine Brewer', 'Paul Jacobs']","['1Wx4iiPR6d1bFxxAujNLTL', '2JBU8gccWLZRrAHgDU3nja', '3Vhq7sovGvH2vAUKWleTeV']","[['baroque', 'german baroque'], ['classical soprano'], []]",2015-09-04,229946,20
108,"The Magic Flute, K. 620, Act II: ""Der Hölle Rache kocht in meinem Herzen""",0ZAyQDwokbChHvAdYkb5h7,classical,"['Wolfgang Amadeus Mozart', 'Emma Matthews', 'Marko Letonja', 'Tasmanian Symphony Orchestra']","['4NJhFmfw43RLBLjQvxDuRS', '7Eorf5E2mx55MwBNCLJBZQ', '7Hw2FhfcVUOeKkV7mJvuUB', '3WEe5Cpg29CUvsWWv4vRTT']","[['classical', 'classical era'], ['classical soprano'], [], ['ballet class', 'orchestra']]",2015-07-03,176706,0
109,Tomorrow's Song,3Cf47MOQsa3ijid90gr5Io,classical,Ólafur Arnalds,7E3BRXV9ZbCt5lQTCXMTia,"['bow pop', 'compositional ambient', 'icelandic classical', 'neo-classical', 'neoclassical darkwave']",2011-12-02,177000,16
110,We Played Some Open Chords,4Wa9WkQSacZDsJQgov27DA,classical,A Winged Victory for the Sullen,13CMfEeq8AC6ryGOPODqE1,"['ambient', 'art pop', 'chamber psych', 'compositional ambient', 'drift', 'drone', 'electronica', 'neo-classical', 'post-rock']",2011-09-12,378573,35
111,"20 Mazurkas, Op. 50: No. 8. Moderato (non troppo)",2tNgLn3yUISsXYRo2L9xVC,classical,"['Karol Szymanowski', 'Anna Kijanowska']","['3WLh1Qe8WgEBbb2QJWYYal', '7rPsH5HgiaNnzydBG9nTm9']","[['early modern classical', 'impressionism', 'polish classical'], ['polish classical piano']]",2013-08-01,185400,1
112,Trio Op. 17: I. Allegro moderato,5Tmnulmezi9JdtAGnv7hrD,classical,"['Clara Schumann', 'Trio Kandinsky']","['2yzaWNFV3cxmcRZtwtr5WC', '72N2H0qMRS32MwgqpN9uCi']","[['early romantic era', 'german romanticism'], ['classical piano trio']]",2010-12-15,487400,7
113,"Klavierstuck V, Work No. 4",5XTt9kMdiUEF3rwsl2jbCd,classical,"['Karlheinz Stockhausen', 'Fredrik Ullén']","['5PkKmEWhfJ9jHVHXbZl0Ks', '3cJiLDufYYXzZl0jG8SeZr']","[['acousmatic', 'avant-garde', 'contemporary classical', 'german contemporary classical', 'laboratorio', 'serialism'], ['contemporary classical piano', 'nordic classical piano']]",2000-01-01,311600,20
114,Sonata No. 1 in G Minor BWV1001: I. Adagio,4ASJhgJdOEtAwqDp37YUzd,classical,"['Johann Sebastian Bach', 'David Juritz']","['5aIqB5nVVvmFsvSdExz408', '5Xyu14RdgJeW896p80XDFU']","[['baroque', 'classical', 'early music', 'german baroque'], []]",2011-06-01,237122,0
115,Honegger: Un grand sommeil noir,2ZwJfpIUDvB5F3eiWiBQxO,classical,"['Arthur Honegger', 'Philippe Jaroussky', 'Jerome Ducros']","['0QDRLNPr0wXKeR5ThXZAUp', '17aC1wctGme2P8YC6LVov2', '21fQySiU5oXJndnmB15Nrq']","[['avant-garde', 'classical', 'early modern classical', 'impressionism', 'neoclassicism'], ['baroque ensemble', 'baroque singing', 'choral', 'classical countertenor', 'classical performance', 'opera'], []]",2015-02-13,119586,4
