,song_name,song_id,song_genre,artist,artist_id,artist_genre,release_date,duration_ms,popularity
23,I Love The Life I Live (I Live The Life I Love),12AwEoqFVKGaZBRcrI1Y2K,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",1997-05-20,172600,0
24,Forty Four,7ySXlyqDFNKYow0NpLJOOP,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2001-01-01,168266,7
25,Brown Eyed Girl,4B2jOTUZBnlrjLHK1ertFR,blues,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",2009-01-11,183520,0
26,Mykonos,3RVupqMb1zXl8FNG9TlWBZ,blues,Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,"['chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'seattle indie', 'stomp and holler']",2008-01-01,275306,0
27,You Done Lost Your Good Thing Now,0s0DGX441A6uZCJr7UW2eK,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",2013-05-05,312973,0
28,Sinner's Prayer (with B.B. King),3jgkfxYX4nblzWhK0oNk6I,blues,"['Ray Charles', 'B.B. King']","['1eYhYunlNJlDoQhtYBvPsi', '5xLSa7l4IV1gsQfhAMvl0U']","[['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz'], ['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']]",2004-08-30,265226,0
29,Mannish Boy - Electric Mud Album Version,15q23v2bv33PKeFsuiWQA8,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",1968,228266,26
30,Road Runner - Single Version,6rsuhv2L1C1joNh1DBhrVS,blues,Bo Diddley,2bmixwMZXlkl2sbIbOfviq,"['blues', 'blues rock', 'brill building pop', 'chicago blues', 'classic rock', 'electric blues', 'funk', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'traditional blues']",2008-01-01,165920,0
31,Rock House Boogie,1esmEZP4hrnK46h1VSdAUa,blues,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",2011-04-12,176133,0
32,My Baby Just Cares For Me - from the Hootenanny 2009,5is9zAiBG9qu8sbR71lnZp,blues,Jools Holland & Florence Welch,4sM0snyUavB4fe8FBKhGVy,[],2012-11-29,219053,27
33,Born Under A Bad Sign,4RvjBcCzE0Locnni5pBOzZ,blues,Cream,74oJ4qxwOZvX6oSsu1DGnw,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']",2005-01-01,189640,13
34,On The Road Again,7E2u1onzVWsec2Qp7Xrb4A,blues,Canned Heat,27a0GiCba9K9lnkKidroFU,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",2007-09-24,185813,35
35,Gloomy Sunday,0TTiEmvnsCNtqRWUbvmSF7,blues,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'lounge', 'soul', 'torch song', 'vocal jazz']",2008-05-27,195413,0
36,They Call Me Muddy Waters,1fNySgfgaSOchdOlvXQysu,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2011-07-24,201289,0
37,Just Like A King,0RnSET1Aq3emqInjwK94nJ,blues,Seasick Steve,6OVkHZQP8QoBYqr1ejCGDv,"['blues', 'blues rock', 'country blues', 'modern blues', 'modern blues rock', 'texas blues']",2008-07-15,297680,0
38,It's My Own Fault Baby,2dLuGCYKlQQakMMfUOwA53,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",2011-12-20,215588,0
39,Southern Can Is Mine,5hZpgRH8eQZiv4yrlQKwHC,blues,Blind Sammie a.k.a. Blind Willie McTell,71sBVPND06Knjrrh3bJNNZ,[],1994-05-10,193066,11
40,Long Way from Home,2QKwLpmj9sQj9lzjNYeicV,blues,The Vaughan Brothers,2mwN5WQ1mAhOibFEbfFfsG,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']",2002-08-27,195240,29
41,Ice Pick,4mGVChT7up6vHHFj4gLJUM,blues,Albert Collins,1uFixbBAduJkFAeRKznkvW,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']",1978,188933,0
42,Devil Got My Woman,6Ym6k8hxEi5ytfLwbMHW0T,blues,Skip James,2zlMeTjA7szCmqcJjBzYXJ,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues', 'traditional folk']",1990,181238,18
43,The Thrill Is Gone,4FLJkrocdMCY3HZawU75tG,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",2010-06-21,219346,0
44,No Love On The Street,3qkpOQAkyiqZexSLJZefLj,blues,Joe Bonamassa,2SNzxY1OsSCHBLVi77mpPQ,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock']",2011-03-22,392146,22
45,Tears in Heaven,7utRJ4BeYx85khzP3lKoBX,blues,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",1999-10-12,271760,62
46,Smile at Me,2zEjBanY9VohLNb0tL4CQf,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2007-01-01,123949,0
47,Streamline Woman,3fBncynfmggoFtiPve2vOm,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2011-07-24,195466,0
48,Drown in My Own Tears,0oQtjAjUeksVd9gHE5fl02,blues,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1957-01-01,201866,46
49,Diddley Bo,0OXd5YAycHH6Jc3KvZvc4X,blues,Seasick Steve,6OVkHZQP8QoBYqr1ejCGDv,"['blues', 'blues rock', 'country blues', 'modern blues', 'modern blues rock', 'texas blues']",2011-11-11,233466,0
50,Sweet Little Angel,7JjdBl8XZvcBzK6crOKCoS,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",2006-12-05,356693,0
51,Take The Bitter With The Sweet,0GXAZqWjKqlm8LQF5U4dQj,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2006-05-23,186293,0
52,From Four Till Late,2DqhYIXOALtN0NQXVb7obH,blues,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']",2012-05-23,142040,0
53,Heartbreaker,7FsTzkfmKjB6GTXFHdsyrt,blues,"['Joe Bonamassa', 'Glenn Hughes']","['2SNzxY1OsSCHBLVi77mpPQ', '50FDiYHYqGJkaCuK4JhAYw']","[['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock'], ['album rock', 'hard rock']]",2011-03-22,349293,24
54,Boom Boom,2nVP9QNyvo0H1FoRkMAT9X,blues,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",2012-09-11,149908,0
55,Decoration Day,1YDtm9A1E81KiTWKiOSpiY,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2007-01-01,190088,0
56,Sweet Country Love Song,0z230B1PENmFUvGcUucWCx,blues,Jools Holland & Gregory Porter,3BnHGEmoTbSb7CNl3oL64E,[],2012-11-29,192600,19
57,Going Up The Country,57460SJgSpCXaRJ9YIYHxy,blues,Canned Heat,27a0GiCba9K9lnkKidroFU,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",1987-01-01,171373,64
58,Fattening Frogs For Snakes,7CxPQyJOYF2LSprk6iPDmX,blues,Sonny Boy Williamson II,69VgCcXFV59QuQWEXSTxfK,"['acoustic blues', 'blues', 'chicago blues', 'country blues', 'delta blues', 'harmonica blues', 'traditional blues']",1997-01-01,143173,0
59,You're So Fine,1cLDBLKbJmt1FFvVmfueem,blues,Little Walter,22JuR9OeENcP54XN5TlNWS,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'rock-and-roll', 'traditional blues']",2012-02-13,182787,0
60,Don't Answer The Door,4VSRpqVJn9dnBRMX342il4,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",1999-01-01,311960,0
61,Riding with the King,618hiI74zBL8UVgAvfmkLj,blues,"['Eric Clapton', 'B.B. King']","['6PAt558ZEZl0DmdXlnjMgD', '5xLSa7l4IV1gsQfhAMvl0U']","[['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock'], ['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']]",2000-06-13,264240,58
62,Maybe,76ZExGgO2njBAqvPAeh1x4,blues,Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",2009-06-30,219240,50
63,She's Into Something,300dHx5ePzD0I5cM6qa0BO,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2012-01-01,164586,0
64,This Little Girl of Mine,3QoFJiEWJ0LnDwch93MdZf,blues,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1957-01-01,154733,30
65,Muddy Water,53zOnJMw4x2soBzedj2UnZ,blues,Keb' Mo',6iDaoPZVgxrTkndDCisX8F,"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']",1998-08-17,261226,28
66,Ball And Chain,6Y0aF0yBe0BKPxLmCdehws,blues,Big Mama Thornton,6bR0cgMtkCVpm0I5yrDNzO,"['acoustic blues', 'blues', 'electric blues', 'harmonica blues', 'rhythm and blues', 'texas blues', 'traditional blues']",2006-12-12,418640,0
67,Sloe Gin - Live From The Royal Albert Hall,5L776AnMdlt2SFntVhlZ4d,blues,Joe Bonamassa,2SNzxY1OsSCHBLVi77mpPQ,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock']",2009,498706,0
68,Baby What You Want Me To Do,05oMNN5Rbv6rVqyFFG9uTl,blues,Jimmy Reed,41ZMMuFFLPTVPkUsSI5KlV,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'harmonica blues', 'rock-and-roll', 'traditional blues']",2003,144426,43
69,Lonely Avenue - 2005 Remaster,3DcSOuSNn5yfHboPDa7kgh,blues,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",2005-09-20,153066,18
70,Baby Please Don't Go,6483vF6UcaSW0XrPcBoBx5,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2009-12-21,158917,0
71,"Cold, Cold Feeling",7sheAObhEOIqDY8YFu3HJf,blues,Albert Collins,1uFixbBAduJkFAeRKznkvW,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']",1978,319360,0
72,Blue in Green (feat. John Coltrane & Bill Evans),0aWMVrwxPNYkKmFthzmpRi,blues,"['Miles Davis', 'John Coltrane', 'Bill Evans']","['0kbYTNQb4Pb1rPbbaF0pT4', '2hGh5VOeeqimQFxqXvfCUf', '4jXfFzeP66Zy67HM2mvIIF']","[['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet'], ['bebop', 'cool jazz', 'free jazz', 'jazz', 'jazz saxophone'], ['bebop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']]",1959-08-17,337733,62
73,Crossroads - Remastered Version,6mGy6bzPJ6hrgPnVJZCEd4,blues,Ry Cooder,1CPwHx5lgVxv0rfcp7UXLx,"['blues', 'blues rock', 'country blues', 'country rock', 'folk', 'folk rock', 'mellow gold', 'modern blues', 'piedmont blues', 'roots rock', 'singer-songwriter']",1986,264200,43
74,Little Red Rooster,3D7LMAS2AtiHjEVvGqyMDz,blues,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,"['british invasion', 'classic rock', 'rock']",2012-01-01,185200,0
75,Hummingbird,6tThUL3Xy51DYijYTXBlLU,blues,"['B.B. King', 'Dionne Warwick']","['5xLSa7l4IV1gsQfhAMvl0U', '2JSjCHK79gdaiPWdKiNUNp']","[['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues'], ['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']]",1997-01-01,260240,0
76,She Moves Me,2cK4laQlCh3jLJJ97ztdww,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2011-04-15,182560,0
77,Am I Wrong,3tvyQCSm1QcWURgGvygvke,blues,Keb' Mo',6iDaoPZVgxrTkndDCisX8F,"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']",1994-05-22,138533,50
78,Shaggy Dog,0PU18ZPbsjIixqmjiU7aRR,blues,Lightnin' Hopkins,6EZzVXM2uDRPmnHWq9yPDE,"['acoustic blues', 'blues', 'blues rock', 'country blues', 'delta blues', 'texas blues', 'traditional blues']",2005-09-15,164066,0
79,Purple Haze,4BYGxv4rxSNcTgT3DsFB9o,blues,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",1997-09-16,171426,51
80,I'll Be Around,44hdEnRi9DxCfrsWOU69Cn,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2012-01-01,191213,0
81,Change It,1KrOqTsy6nTZhKq26Vomqu,blues,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",2002-08-27,237506,32
82,Treasures,7uFEN1DRttp36omB0z1uxf,blues,Seasick Steve,6OVkHZQP8QoBYqr1ejCGDv,"['blues', 'blues rock', 'country blues', 'modern blues', 'modern blues rock', 'texas blues']",2011-05-30,232306,0
83,"Hallelujah, I Love Her So",5P11rW6aJErF37MTfRZS31,blues,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1957-01-01,155506,62
84,I'm So Excited,0yWSIVWjYiL8uXnzqpKHul,blues,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",2012-09-11,166452,0
85,She Don't Move Me No More,0N43gVkShRcLlQx4y8bi0X,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",2009-01-01,187898,0
86,Mean Old World,61QkrOttBreJYPcLhDJyax,blues,"['Eric Clapton', 'Duane Allman']","['6PAt558ZEZl0DmdXlnjMgD', '3keUIwmPM4awpPxiy9ZQ1m']","[['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock'], ['blues rock', 'country rock', 'electric blues', 'southern rock']]",1972-01-01,230600,0
87,Give Me One Reason,4vDBJeeQCbhP9FaPPMsYkY,blues,Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP,"['folk', 'lilith', 'pop rock', 'singer-songwriter', ""women's music""]",1995-10-31,268333,68
88,Malted Milk,4GVVHxJJKPlP25E2074x7p,blues,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']",2011-01-31,141306,0
89,Stang's Swang - Alternate Version,1zO47jCtwsqZ73yKzOtM2d,blues,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",1984,164280,26
90,Five Long Years - Remastered,56cQKq9cveZtNl2c284ttH,blues,Freddie King,5dCuFngSPyOOnTAvrC7v2s,"['blues', 'blues rock', 'classic rock', 'electric blues', 'texas blues', 'traditional blues']",2000-01-01,259293,31
91,Tighten Up,2MVwrvjmcdt4MsYYLCYMt8,blues,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",2010-05-18,211080,62
92,B.B. Boogie,5NcLB9122JCsHfC3wjRcNb,blues,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",2012-09-14,196440,0
93,Walkin' The Boogie,7raDFRvIHLFg9FLku963xk,blues,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",2007-07-01,154760,0
94,Who Do You Love - Single Version,3r7CdiIsXkVbmoSauUwkHI,blues,Bo Diddley,2bmixwMZXlkl2sbIbOfviq,"['blues', 'blues rock', 'brill building pop', 'chicago blues', 'classic rock', 'electric blues', 'funk', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'traditional blues']",2008-01-01,148200,0
95,"Baby, Please Don't Go",3EHwdVcxfrERRWyrXI35MS,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2013-10-04,184826,0
96,Little Queen Of Spades,1IGLflME1NnQgstViQlOE3,blues,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']",2011-01-31,135186,0
97,Alabama Bound,48EivuFxa3imcUL30UnPVL,blues,Lead Belly,3Ovf2lytXSXWFM2cwsJACC,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'folk', 'texas blues', 'traditional blues', 'traditional folk']",2011-02-16,185253,0
98,Sharp Dressed Man - 2008 Remaster,1UBQ5GK8JaQjm5VbkBZY66,blues,ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']",1983-03-23,258026,72
99,I Didn't Know,46YpQu1HB7pdKYgrzz9KOZ,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2007-01-01,143786,0
100,"Prokofiev: Cinderella, Op. 87, Act 3: Second Galop of the Prince",5ztLCIjBElyDk5qXfGRNNP,classical,"['Sergei Prokofiev', 'André Previn', 'London Symphony Orchestra']","['4kHtgiRnpmFIV5Tm4BIs8l', '2tfWguHr2nj4e8KXLKciVq', '5yxyJsFanEAuwSM5kOuZKc']","[['classical', 'early modern classical', 'neoclassicism', 'russian modern classical'], ['orchestral performance'], ['british orchestra', 'classical', 'classical performance', 'orchestra']]",1995-01-10,58266,5
101,Sonata No. 1 in G Minor BWV1001: I. Adagio,4ASJhgJdOEtAwqDp37YUzd,classical,"['Johann Sebastian Bach', 'David Juritz']","['5aIqB5nVVvmFsvSdExz408', '5Xyu14RdgJeW896p80XDFU']","[['baroque', 'classical', 'early music', 'german baroque'], []]",2011-06-01,237122,0
102,Virelai (Sus une fontayne),1lnaL8soy81wXmuYsKBkUU,classical,"['Harrison Birtwistle', 'London Sinfonietta', 'David Atherton']","['6pEGmbFzId5sPVywqzZQdy', '68kuKZp7yrgzZpoh5m6dWA', '2uC6J2gMhlDbbby8Ca8Ae6']","[['british contemporary classical', 'contemporary classical'], ['avant-garde', 'british orchestra', 'chamber orchestra', 'contemporary classical'], []]",2015-05-18,235502,0
103,"Messiah, HWV 56: Part II, Sc. 6, Hallelujah!",1kr73pbla9W6iI4HMkT9aP,classical,"['George Frideric Handel', 'Choir of Clare College, Cambridge', 'Freiburger Barockorchester', 'René Jacobs']","['1QL7yTHrdahRMpvNtn6rI2', '0sHmVvDwPMhpqcFLBtiDPd', '2fJKxKjBxD1X1NkkG78qai', '3hwPQDlJr99FzncxqZD2SU']","[['baroque', 'classical', 'early music', 'english baroque', 'german baroque'], ['british choir', 'cambridge choir', 'choral'], ['barockinterpreten', 'baroque ensemble', 'choral', 'classical performance', 'historically informed performance'], ['choral', 'classical performance', 'opera', 'orchestral performance']]",2007-08-15,236666,5
104,spine,6aqB83xpw0GJRUjRiqZ9F9,classical,"['Tansy Davies', 'Azalea', 'Christopher Austin']","['3ISmCJcon9X3MthWKNK5Pu', '7o2d6fSpBML41ATeGiLUgV', '30xeVEk2MFZpeUPJpxm4DW']","[['21st century classical', 'british contemporary classical'], [], []]",2012-09-04,597760,0
105,Locus iste,7ePJDGh6zM0XrOslnnz1Rj,classical,"['Anton Bruckner', 'Collegium Vocale Gent', 'Philippe Herreweghe', 'La Chapelle Royale', 'Ensemble Musique Oblique']","['2bM3j1JQWBkmzuoZKu4zj2', '17BdLN9q8RRQQqyklLwac1', '2ozcTa5tl8qhSbhJKM60I5', '1C3XEupIPUifPP8v7Y0UPQ', '24OlsrEC1dxBqIh4GbT2VR']","[['classical', 'late romantic era'], ['choral', 'classical performance', 'early music choir', 'historically informed performance'], ['choral', 'classical performance', 'orchestral performance'], ['baroque ensemble', 'choral'], []]",2002,183866,32
106,Love Death Birth,1VVctyBSkwixu6hV2W2yA5,classical,Carter Burwell,0SbSDzM4X41hnlURed0fcV,"['classic soundtrack', 'scorecore', 'soundtrack']",2011-11-04,363573,41
107,Bær,0sPzBdSWYsp5X9qLyplRVV,classical,Hildur Guðnadóttir,2lD1D6eEh7xQdBtnl2Ik7Y,"['cello', 'compositional ambient', 'drone', 'icelandic classical', 'icelandic experimental', 'modern cello', 'soundtrack']",2014-06-30,197600,0
108,5 Lieder: No. 1. Die stille Stadt,3k50KHT0WN72qktDX6yCpd,classical,"['Alma Mahler', 'Isabel Lippitz', 'Barbara Heller-Reichenbach']","['3OU7d3J0bWYAALgPk2v4Gu', '3ybbi1kwkYfErXFQ0Uufpr', '32ig8TGvFPMETaAzQdgabY']","[['post-romantic era'], [], []]",1987-01-01,148226,7
109,Coppelia: Act I - Valse,03xxnNXmK7lJjW9hV2ldn8,classical,"['Léo Delibes', 'Slovak Radio Symphony Orchestra', 'Andrew Mogrelia']","['1M9AXZkNPdOd1IPEsQsXnT', '428GNN7qZnTsMaK3SfPo6D', '7JQlNkPQ2EwNuzjnFia9DO']","[['classical', 'french opera', 'french romanticism', 'late romantic era'], ['ballet class', 'orchestra', 'radio symphony', 'symfonicky orchestr'], []]",1995-12-13,141200,33
110,Tarantella No. 1,7rGmhrepNzP1LJhm1bSRDA,classical,"['Giulio Ruvo', 'Elinor Frey']","['5hS9F0FTxr9V7vW34xlrsI', '2EA4i9ga0PUhJ3wnAZ0EeI']","[[], ['baroque cello']]",2013-04-30,56213,9
111,Fantasia on Greensleeves,0dBeZNIXFp3P5RnNQGEu2x,classical,"['Ralph Vaughan Williams', 'Leonard Bernstein', 'New York Philharmonic']","['7wNkISK49lKeXuRaZcQVFe', '2LmyJyCF5V1eQyvHgJNbTn', '3gacryguGmpmCvgPGt2CBI']","[['classical', 'post-romantic era'], ['american modern classical', 'classical', 'classical performance', 'orchestral performance'], ['american orchestra', 'classical', 'classical performance', 'orchestra']]",1964,301693,28
112,Flute Concerto: I. Amhrán,5U2go4Bj0JwmAjfGM1pSix,classical,"['Christopher Rouse', 'Robert Langevin', 'Leonard Slaktin', 'New York Philharmonic']","['4vcYbZ99sbqJHZWEsONSrb', '07j7Wv85Mpf9dzIYihD55S', '49prcahjS4EltvJmcTDokK', '3gacryguGmpmCvgPGt2CBI']","[['american contemporary classical', 'contemporary classical'], ['classical flute'], [], ['american orchestra', 'classical', 'classical performance', 'orchestra']]",2015-06-15,242585,6
113,Pictures At An Exhibition: Promenade - 1,6mo6D7Jh6guYnbcq7wZVlg,classical,"['Modest Mussorgsky', 'Berliner Philharmoniker', 'Claudio Abbado']","['284mnx33IWcymQEpMxyfHl', '6uRJnvQ3f8whVnmeoecv5Z', '6HclTVD03WSY6GUpN16BkP']","[['late romantic era', 'russian romanticism'], ['classical performance', 'german orchestra', 'orchestra'], ['classical performance', 'orchestral performance']]",1994-01-01,107893,26
114,Canticles of the Sky: Sky with Four Suns,1XIOHToglHMmtXXs1wZLiG,classical,"['John Luther Adams', 'Hans Jensen']","['2Aoyn1J7INkcUzoWzyP8yB', '7lT7lqxT4NsrqXPwo4dAm8']","[['american 21st century classical', 'avant-garde', 'contemporary classical', 'experimental classical'], []]",2015-01-13,264466,0
115,"Respighi: Pini di Roma, P. 141: IV. I pini della Via Appia",7H1WfmD5iXfUmPZA8xKZM2,classical,"['Ottorino Respighi', 'Riccardo Muti', 'Philadelphia Orchestra']","['7KkUirCiJZhgRN3NbgG98L', '7silW8RiEOoLBgAg5JBCL1', '6tdexW8bZTG8NgOFUCYQn1']","[['classical', 'early modern classical', 'impressionism', 'italian romanticism', 'neoclassicism', 'post-romantic era'], ['classical performance', 'opera', 'orchestral performance'], ['american orchestra', 'classical performance', 'orchestra']]",2011-07-11,319933,15
